214.4|10.7|33.3|30.2|-51.3|1
249.8|0.4|80.7|3.8|-13.2|1
179.3|54.6|37.3|32.6|-12.9|1
242|36.6|48.6|27.9|64.2|1
180|45.8|5.7|35.7|-1.9|1
134.8|19.4|13.8|20.5|55|1
171.9|67.4|7.1|6.5|-35.7|1
218.4|32.4|7.2|8.9|-24.7|1
225.1|29.1|22.3|57.4|44.9|1
222.8|4|49.4|16.2|49.9|1
249.9|17.2|20.8|8.6|33.6|1
196.4|9.2|39.6|26.4|57.5|1
235.4|42.9|21.8|3.4|34.8|1
182.3|43.1|48|27.1|-7.1|1
229.6|41.9|29.5|1.3|-62.1|1
197.2|19.5|34.4|49.9|-68|1
175.2|44.7|2.1|77.9|-4.8|1
187|10.7|14.7|87.2|37.3|1
170|0|0.5|53.5|30.6|1
205.9|81.4|38.4|31.2|-28.4|1
242.6|7.9|67.2|15.1|-4.1|1
219.2|7.6|45.5|13.6|-36.4|1
241.9|12|47.6|2.9|-73.7|1
205.5|46.3|22.6|5.4|76.1|1
257.4|16.4|8.2|68.7|29.7|1
175.1|58|23.6|30.3|-13.4|1
155.8|17|25.4|48.3|17|1
174.1|69.5|35.8|32.5|25|1
249.4|17.4|18.8|25.8|12.6|1
181.3|6.1|12.4|35.5|-58.5|1
236.4|12.5|9.4|2.4|-81.7|1
264.3|3|7.1|52|-55.9|1
190.7|26|12.2|49.8|-42.5|1
199.1|23.6|17.2|29.9|2.4|1
236.2|50.8|34.1|19.4|34|1
232.6|52.3|50.3|51.9|10.7|1
186.3|8.2|15.2|19.2|78.8|1
259.6|40.8|28|34.5|-16.8|1
188.8|69.2|31.7|45.5|14.7|1
151.6|2.5|25.2|59.4|-6.9|1
202.2|7.5|98.3|9.9|-10.9|1
225.2|32.5|76.6|13.2|45.6|1
161.1|9.2|33.6|8|-19.6|1
240.2|33.5|28|56.8|-22.2|1
175.2|6.7|2.9|20.2|-79.7|1
168.3|7.9|68.5|33|-51.2|1
215.3|8.7|10.8|4.1|9|1
1.6|177.5|32.9|76|-42.7|2
3.1|125.8|30.4|18|-17.5|2
23.6|145.2|18.7|56.2|37.3|2
26.7|172.3|12.1|76.7|26.2|2
36.5|228.1|45.5|66.6|-28|2
14.1|208|83.2|23.7|8.3|2
56|261.7|23.4|20.2|-33.1|2
43.9|160.8|49.5|25|8.2|2
79.7|147.6|8.9|0.5|2.6|2
23|204.3|78|24.3|34|2
53.5|142.8|48.3|1.9|23.8|2
42|223|8.5|50.7|38.1|2
24.1|192.7|14.5|51|-4.5|2
5.5|192|72.1|40.1|42.2|2
12.2|164.8|67.4|26.7|-9.1|2
85.9|233.7|3.6|34.5|-8.6|2
41.7|236.5|71.6|14.7|-14.9|2
26.3|171.7|27.6|78.8|-6.1|2
8.8|234.1|19.9|57|60.3|2
10.4|211.7|31.7|64.5|-17.4|2
6.6|186.3|2.5|50|-77.1|2
26.1|189.8|12.1|7.8|-36.8|2
36.5|194|63.8|52.5|-21.6|2
7.1|237.5|15.8|50.4|43.1|2
18.9|216.9|58.6|54.9|-20.3|2
27.6|202.8|24.2|32.5|-62.7|2
43|142.4|23.8|23.3|-39.8|2
9.9|292.9|35.5|1.4|-17.6|2
30.8|222.5|36.4|8.5|-57.3|2
13.3|203.8|5.5|47.9|-57.9|2
32.6|206.5|5.8|53.5|-41.4|2
21.2|189.1|16.4|33.1|1.2|2
36.2|237.6|37|49.4|3.8|2
20.4|231.6|54.2|69.1|9.7|2
33.7|240.9|15.6|68.9|15.4|2
59.8|153|30.6|11.8|-18.2|2
30|266.3|2.8|21|29.3|2
42.7|221.1|41.8|38.9|-24.2|2
4|201.3|23.3|92.1|-9.8|2
22.6|209.4|14.9|44.9|71|2
2.4|209.5|1.3|39.6|41.6|2
15.5|246.5|29.5|44.3|50.1|2
5.8|224.7|83.2|13.7|-37.5|2
24.5|232.2|46|5.6|52.4|2
18.8|272.9|30.1|5.7|-21.9|2
33.6|223.7|32.6|69.3|29.6|2
23.2|222.4|17.9|31.7|-62.3|2
42.1|192.7|71.4|24.1|-28|2
30.3|230|15.4|19.1|-25.3|2
8.6|235.5|53.5|33|-31.1|2
41.6|56.9|123.2|0.5|32|3
31.8|24.6|43.4|44.9|-77.6|3
14|26.2|68.3|83.2|-12.2|3
16.6|20.1|64.4|10.2|86.7|3
6.8|20.9|85.3|31.6|46.6|3
35.3|46.3|38.7|5.4|69.2|3
49.8|29.7|32.9|0.7|48.4|3
9.2|53.4|70.2|8.8|-29.4|3
12.6|64.3|85.3|12.2|-36|3
70|12.3|91.4|0.7|16.6|3
3.1|9.4|100.6|75|26.8|3
13|6.1|39.7|17.8|2.1|3
42.2|2.2|45.7|36|-18|3
20.9|78.1|63.7|12.7|-8.4|3
51.8|53.2|85.6|41|-39|3
57.3|35.3|120.5|26.6|-31.1|3
15.2|35|47.7|20.4|-53|3
21|12.9|42.4|71.1|-10.5|3
58.7|27.5|62.1|54.4|-36.4|3
47.8|44.9|115.8|1.8|45.4|3
61.1|54.3|44.9|27.9|45.5|3
61.4|12|36.2|58.9|-32.2|3
23.4|1.7|111.1|26.2|26.9|3
14|15.4|59.3|55.3|-52.4|3
8.2|1.4|120.4|54|-25.6|3
34.6|34.8|44.6|22.6|27.5|3
10.5|35.6|34|45.1|14|3
41.5|25|76.5|72.6|42.2|3
39.3|51.5|110.5|25.5|-26.7|3
60|49.4|60.2|24.4|-6.4|3
17.4|3.2|131.8|14.6|-38.1|3
43.9|13.5|123.6|30.7|21.3|3
15.8|79.6|104.8|9.7|-3.7|3
52.3|6.3|38.8|39.5|-23.1|3
21.7|42.7|119.6|2.7|15.9|3
52.1|7.7|80.2|73.7|-22|3
29.6|57.1|74|52.2|29.9|3
68.9|19.5|36.5|18.3|9.1|3
3.2|0|49.9|36.3|-48.8|3
72.7|19.7|81.9|39.3|1|3
68.9|5.4|64.2|21.8|34.1|3
5.5|30.5|38.7|56.7|53|3
22.3|7.7|87.3|73.3|22.3|3
22.2|12.3|40.7|27.5|21.6|3
34.2|51.4|63|28.9|10.7|3
71.2|32.8|89.6|5.6|43.9|3
64.9|2.7|117.9|50.3|4.4|3
21.9|10.1|54.6|14.2|0.3|3
42.9|21.4|78.1|20.3|42.5|3
9.1|91|87.6|18.6|-22.4|3
53.6|9.4|51.8|81.9|49.4|4
1.5|69.3|12.9|83.9|-46.7|4
37.3|9.6|12|210.6|24.8|4
14.4|11.4|6.5|114.9|-3.2|4
10.6|48.6|25.5|96|26.4|4
34.9|43.4|21|134.4|29.1|4
15.4|28.4|85.6|123.7|-22.5|4
84.6|4.3|20.1|154.1|-19|4
63.9|51.6|8.5|108.1|-50.9|4
46.5|45.1|4.8|168.9|-13.9|4
19.6|44.2|45.7|135.9|14.5|4
18.8|1.7|58.6|113.4|64|4
10.1|3.3|14|136.9|-7|4
25.1|14.6|38.8|169.9|35.9|4
19.3|26.1|11.3|84.4|-65.2|4
0|44.2|46.1|89.8|20.3|4
6.4|26.6|11.1|105.6|71.8|4
40.1|5.6|13.4|69.8|48.5|4
13.6|61.8|10.6|93.3|-26.4|4
30.7|37.5|1.6|141|-8.8|4
68.4|42.6|3.3|150.4|48.8|4
33.7|32.7|19|94.9|-74.9|4
50.9|24.4|27.3|94.2|43.9|4
23|51.3|44.2|117.5|51.1|4
10.7|12|24.3|91.6|-65.6|4
59|39.7|34.4|99.6|-6.3|4
15.7|37.1|18.5|145.2|-30.7|4
40.8|16.2|61.8|140.4|9.6|4
25.4|46.5|22|123|-29.1|4
39.4|29.6|3.4|131.8|-8.7|4
20.7|14|34.5|126|-2.9|4
32.6|32.8|12.9|127.5|-32.6|4
35.8|43.1|63.2|86.9|1.4|4
5.6|77.5|1.1|170.3|-13.4|4
25.6|20.1|56.1|109.8|-29.3|4
48.4|29.7|18.8|162.4|37.5|4
32.4|12.9|72.9|105.3|11.1|4
10.4|73.1|32.8|152.3|-10.6|4
59.3|5.7|5.9|105.6|15.3|4
32.5|67.1|14.4|143.4|-37.5|4
21.1|18.2|1.5|186.6|-33.7|4
38.4|25.3|69.7|167.3|12.5|4
12.9|53.2|27.4|121|53.4|4
29.6|5.2|23.6|155.1|27.7|4
29.1|16.7|59.3|103.1|-65.2|4
3.7|31.7|20.2|172.9|66.3|4
2.2|32.9|7.2|110.5|-88.3|4
12.1|11.9|52.8|149.3|3|4
62.9|34.7|17.6|108.4|-23.3|4
10.7|43.2|33|161.1|72.5|4
